service_id,date,exception_type
79,20250421,2
80,20250320,2
80,20250321,2
80,20250327,2
80,20250328,2
80,20250403,2
80,20250404,2
80,20250410,2
80,20250411,2
80,20250419,2
80,20250421,1
80,20250422,1
80,20250423,1
81,20250321,2
81,20250328,2
81,20250404,2
81,20250411,2
81,20250417,1
81,20250419,2
81,20250421,1
92,20250425,2
94,20250322,2
94,20250329,2
94,20250405,2
94,20250412,2
94,20250421,1
94,20250425,1
96,20250421,2
98,20250424,2
98,20250425,2
